,name,album,artist,release_date,length,popularity,danceability,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
53,I Think I'll Do Some Stepping (On My Own) - Opolopo Rework,BBE20 Anniversary Mix Series #4 by Inkswel,Various Artists,2016-12-23,508111,0,0.769,0.0151,0.769,0.862,0.414,0.107,-9.439,0.0372,121.002,4
54,Together - Soulparlor Remix,BBE20 Anniversary Mix Series #4 by Inkswel,Various Artists,2016-12-23,360975,0,0.762,0.00323,0.762,0.721,0.788,0.0941,-10.902,0.0449,123.001,4
55,All Because Of You - KOKI Vocal Mix,All Because Of You,Kiko Navarro,2016-12-02,462800,0,0.736,0.0143,0.736,0.668,0.18,0.0699,-9.071,0.0365,124.993,4
56,All Because Of You - KOKI Dub,All Because Of You,Kiko Navarro,2016-12-02,464480,0,0.794,0.00503,0.794,0.529,0.93,0.0963,-12.165,0.0437,124.986,4
57,All Because Of You - Karim Sahraoui Motor City Remix,All Because Of You,Kiko Navarro,2016-12-02,371186,0,0.656,0.0196,0.656,0.858,0.35,0.0893,-7.388,0.0467,124.98,4
58,All Because Of You - Karim Sahraoui Motor City Instrumental,All Because Of You,Kiko Navarro,2016-12-02,371328,0,0.732,0.00775,0.732,0.884,0.818,0.147,-8.438,0.05,124.995,4
59,All Because Of You - Steve Mill Remix,All Because Of You,Kiko Navarro,2016-12-02,438750,0,0.427,0.0236,0.427,0.978,0.824,0.426,-7.064,0.25,187.386,3
60,All Because Of You - Steve Mill Dub,All Because Of You,Kiko Navarro,2016-12-02,435047,0,0.543,0.0107,0.543,0.98,0.881,0.0946,-6.655,0.135,125.014,4
61,All Because Of You,All Because Of You,Kiko Navarro,2016-12-02,318771,0,0.62,0.0872,0.62,0.799,0.000523,0.406,-7.04,0.0561,124.923,4
62,Raw Movements,Raw Movements | Rude Movements,SunPalace,2016-11-18,337426,0,0.75,0.269,0.75,0.574,0.934,0.134,-8.703,0.0491,106.165,4
63,What's The Time,Raw Movements | Rude Movements,SunPalace,2016-11-18,355520,0,0.584,0.354,0.584,0.789,0.0972,0.0723,-8.484,0.0868,193.405,4
64,I'm Going To Lie Down,Raw Movements | Rude Movements,SunPalace,2016-11-18,351333,0,0.707,0.781,0.707,0.542,0.0474,0.0523,-11.289,0.0364,97.045,4
65,Hip Hop Drop,Raw Movements | Rude Movements,SunPalace,2016-11-18,211546,0,0.797,3.97e-05,0.797,0.752,0.88,0.105,-7.805,0.0648,107.795,4
66,I Want You,Raw Movements | Rude Movements,SunPalace,2016-11-18,322400,0,0.85,0.0862,0.85,0.572,0.0898,0.0553,-9.779,0.146,126.599,4
67,Palace Strut,Raw Movements | Rude Movements,SunPalace,2016-11-18,252626,0,0.772,0.113,0.772,0.604,0.745,0.0797,-8.237,0.0361,117.3,4
68,Love Train II,Raw Movements | Rude Movements,SunPalace,2016-11-18,290706,0,0.75,0.644,0.75,0.818,0.823,0.0985,-8.647,0.0336,110.994,4
69,Coral Reef,Raw Movements | Rude Movements,SunPalace,2016-11-18,293266,0,0.525,0.358,0.525,0.825,0.896,0.0587,-7.637,0.0448,121.407,4
70,Street Beat,Raw Movements | Rude Movements,SunPalace,2016-11-18,283693,0,0.81,0.0852,0.81,0.828,0.895,0.265,-7.396,0.0566,119.459,4
71,Jumeirah Drive,Raw Movements | Rude Movements,SunPalace,2016-11-18,295466,0,0.879,0.044,0.879,0.841,0.303,0.0728,-9.28,0.0585,117.678,4
72,The Funkier Worm (Oscar From Hell),Raw Movements | Rude Movements,SunPalace,2016-11-18,362866,0,0.676,0.0971,0.676,0.752,0.85,0.0599,-11.297,0.101,95.403,4
73,Soul Vibes,Raw Movements | Rude Movements,SunPalace,2016-11-18,343386,0,0.696,0.0691,0.696,0.733,0.764,0.121,-12.384,0.0356,119.796,4
74,Rude Movements,Raw Movements | Rude Movements,SunPalace,2016-11-18,471146,0,0.64,0.433,0.64,0.766,0.811,0.0558,-10.205,0.0413,107.949,4
75,Movement I (Winning),Raw Movements | Rude Movements,SunPalace,2016-11-18,371920,0,0.612,0.579,0.612,0.762,0.958,0.167,-10.685,0.0378,107.8,4
76,Movement II (Reconstruction),Raw Movements | Rude Movements,SunPalace,2016-11-18,458000,0,0.645,0.0178,0.645,0.718,0.872,0.143,-9.213,0.0326,108.077,4
77,Movement III (Completion),Raw Movements | Rude Movements,SunPalace,2016-11-18,480053,0,0.821,0.116,0.821,0.685,0.371,0.114,-8.889,0.0323,107.911,4
78,Byram's Groove (Cut A Rug),BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,205720,0,0.847,0.0957,0.847,0.688,0.847,0.128,-8.331,0.032,111.99,4
79,Plastic People - Instrumental,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,184318,0,0.796,0.00791,0.796,0.844,0.842,0.0666,-6.263,0.053,115.0,4
80,Digits - EVM128 Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,237715,0,0.842,0.164,0.842,0.582,0.628,0.104,-8.503,0.071,115.038,4
81,One Try - Chris Read's Broken Beat All Night Mix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,274040,0,0.823,0.000252,0.823,0.628,0.14,0.0688,-9.31,0.0495,117.02,4
82,One Try - Real Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,260307,0,0.955,0.0223,0.955,0.86,0.00241,0.329,-6.308,0.296,120.063,4
83,You Don't Know (I've Been Looking For You),BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,257599,0,0.719,0.00211,0.719,0.626,0.000733,0.0584,-6.444,0.0406,119.993,4
84,Keep Up,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,562186,0,0.661,0.0182,0.661,0.876,0.651,0.086,-7.362,0.152,119.922,4
85,Laid To Rest - Bangatang Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,311229,0,0.712,0.106,0.712,0.757,0.705,0.112,-7.471,0.0421,122.018,4
86,Benefit,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,297993,0,0.836,0.0227,0.836,0.523,0.0178,0.069,-9.343,0.26,124.073,4
87,Walkin... - Simbad Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,293789,0,0.724,0.0193,0.724,0.738,0.0722,0.123,-9.367,0.0861,124.036,4
88,Oba - Opolopo Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,470656,0,0.705,0.000836,0.705,0.853,0.737,0.105,-8.895,0.0477,124.004,3
89,Me I Know Him,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,421320,0,0.435,0.00512,0.435,0.663,0.256,0.138,-12.113,0.0759,124.945,4
90,Together - THATMANMONKZ Remix,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,354041,0,0.848,0.000151,0.848,0.609,0.454,0.0467,-10.095,0.0676,124.998,4
91,The Game,BBE20 Anniversary Mix Series # 3 by Chris Read,Various Artists,2016-11-11,425000,0,0.803,0.0378,0.803,0.527,0.454,0.122,-11.72,0.0991,121.999,4
92,Hardground,Hardground / Overproof Remixed,Yes King,2016-11-11,447093,0,0.793,0.0392,0.793,0.505,0.0802,0.112,-9.632,0.0462,96.03,4
93,Hardground - Crazy P Remix,Hardground / Overproof Remixed,Yes King,2016-11-11,394310,0,0.806,0.00287,0.806,0.792,0.683,0.0692,-7.036,0.0543,110.001,4
94,Hardground - O. De Lanzac Remix,Hardground / Overproof Remixed,Yes King,2016-11-11,292173,0,0.797,0.00554,0.797,0.482,0.85,0.0846,-8.944,0.0442,115.014,4
95,Overproof,Hardground / Overproof Remixed,Yes King,2016-11-11,319360,0,0.747,0.0243,0.747,0.483,0.0452,0.37,-9.192,0.0593,145.996,4
96,Overproof - Sam Redmore Remix,Hardground / Overproof Remixed,Yes King,2016-11-11,438473,0,0.669,0.00488,0.669,0.797,0.136,0.107,-7.038,0.061,160.019,4
97,Everything In Its Right Place,BBE20 Anniversary Mix Series # 2 (Compiled by Sumsuch),Sumsuch,2016-11-04,398333,0,0.357,0.0966,0.357,0.644,0.0257,0.334,-7.77,0.0348,123.46,4
98,Ultraviolet,BBE20 Anniversary Mix Series # 2 (Compiled by Sumsuch),Sumsuch,2016-11-04,248101,0,0.374,0.664,0.374,0.804,0.214,0.112,-8.556,0.0517,160.984,5
99,Surroundings,BBE20 Anniversary Mix Series # 2 (Compiled by Sumsuch),Sumsuch,2016-11-04,379432,0,0.983,0.000717,0.983,0.58,0.203,0.0716,-8.008,0.064,124.026,4
0,Buttercup,Pure... '80s Soul Grooves,Various Artists,2013-08-02,355693,8,0.692,0.214,0.692,0.763,1.24e-05,0.159,-8.547,0.0407,97.565,4
2,Golden Lady,The Vibe! Vol. 6,Various Artists,2004-10-19,261920,0,0.651,0.613,0.651,0.726,0.0,0.556,-9.375,0.0795,102.908,4
3,I Love The Nearness Of You,Where There's Smoke...,Smokey Robinson,1979-05-22,268440,0,0.658,0.748,0.658,0.732,0.0,0.215,-5.339,0.0303,104.869,4
4,Take A Little Trip,Perfect Angel,Minnie Riperton,1974,248613,24,0.48,0.588,0.48,0.34,0.000369,0.133,-10.604,0.0419,176.183,4
5,Isn't She Lovely,Songs In The Key Of Life (Reissue),Stevie Wonder,1976-09-28,394266,0,0.481,0.182,0.481,0.826,0.00352,0.324,-6.974,0.0851,118.679,4
6,Bad Weather - Single Version,The '70s Anthology,The Supremes,2002-01-01,186493,0,0.581,0.129,0.581,0.83,0.0,0.245,-8.041,0.0571,106.92,4
7,Where Were You When I Needed You,Stop! I Don't Need No Sympathy!,Lionel Hampton,1974,230120,3,0.567,0.791,0.567,0.5,0.861,0.224,-16.852,0.0385,95.9,4
8,Have A Talk With God,DJ Spinna presents the Wonder of Stevie - Volume 3,Various Artists,2016-07-01,202217,0,0.538,0.201,0.538,0.878,0.0,0.0773,-7.355,0.317,86.554,4
9,Bird Of Beauty,DJ Spinna presents the Wonder of Stevie - Volume 3,Various Artists,2016-07-01,227984,0,0.56,0.934,0.56,0.448,0.122,0.194,-10.777,0.0393,96.703,4
0,Leave Before You Love Me (with Jonas Brothers),Leave Before You Love Me,Marshmello,2021-05-21,154983,87,0.721,0.00226,0.721,0.738,4.41e-06,0.118,-4.77,0.0403,119.976,4
1,dancing in the kitchen,dancing in the kitchen,LANY,2021-06-25,208599,73,0.619,0.0328,0.619,0.736,0.0,0.0864,-7.651,0.0425,93.993,4
2,Summer of Love (Shawn Mendes & Tainy),Summer Of Love,Shawn Mendes,2021-08-20,184104,85,0.776,0.0297,0.776,0.808,0.000127,0.103,-4.501,0.117,123.988,4
3,Shivers,Shivers,Ed Sheeran,2021-09-10,207853,60,0.788,0.281,0.788,0.859,0.0,0.0424,-2.724,0.0856,141.02,4
4,Anyone,Anyone,Justin Bieber,2021-01-01,190779,79,0.686,0.181,0.686,0.538,3.13e-06,0.113,-8.026,0.0345,115.884,4
5,Heat Waves,Dreamland (+ Bonus Levels),Glass Animals,2020-08-06,238805,92,0.761,0.44,0.761,0.525,6.7e-06,0.0921,-6.9,0.0944,80.87,4
6,Wave of You,Wave of You,Surfaces,2021-04-09,213842,72,0.695,0.057,0.695,0.656,0.0,0.267,-6.038,0.0489,90.986,4
7,Safe With Me (with Audrey Mika),Safe With Me (with Audrey Mika),Gryffin,2020-11-19,205164,72,0.497,0.0449,0.497,0.757,0.0,0.119,-4.189,0.127,169.902,4
8,Butterflies,Butterflies,MAX,2021-06-25,191250,76,0.7,0.385,0.7,0.613,0.0,0.0887,-4.041,0.0408,88.084,4
9,STAY (with Justin Bieber),STAY (with Justin Bieber),The Kid LAROI,2021-07-09,141805,98,0.591,0.0383,0.591,0.764,0.0,0.103,-5.484,0.0483,169.928,4
10,Glad You Exist,Glad You Exist,Dan + Shay,2021-02-05,144533,73,0.748,0.235,0.748,0.551,0.0,0.119,-6.12,0.0349,103.953,4
11,Chasing Stars (feat. James Bay),Chasing Stars (feat. James Bay),Alesso,2021-08-20,170457,76,0.594,0.0169,0.594,0.64,0.0,0.135,-6.865,0.033,92.871,4
12,Levitating (feat. DaBaby),Levitating (feat. DaBaby),Dua Lipa,2020-10-01,203064,84,0.702,0.00883,0.702,0.825,0.0,0.0674,-3.787,0.0601,102.977,4
13,Black And White,Heartbreak Weather,Niall Horan,2020-03-13,193089,75,0.443,0.0301,0.443,0.582,0.0,0.127,-6.02,0.0482,147.589,4
14,Stay Next To Me (with Chelsea Cutler),Stay Next To Me (with Chelsea Cutler),Quinn XCII,2020-12-04,206045,65,0.581,0.0805,0.581,0.584,0.0,0.366,-4.928,0.284,179.954,4
15,Save Your Tears (with Ariana Grande) (Remix),Save Your Tears (Remix),The Weeknd,2021-04-23,191013,90,0.65,0.0215,0.65,0.825,2.44e-05,0.0936,-4.645,0.0325,118.091,4
16,Fly Away,Fly Away,Tones And I,2020-11-13,178156,62,0.805,0.223,0.805,0.515,0.0,0.238,-6.201,0.0915,124.969,4
17,Heartbreak Anthem (with David Guetta & Little Mix),Heartbreak Anthem (with David Guetta & Little Mix),Galantis,2021-05-20,183725,84,0.595,0.216,0.595,0.784,0.0,0.0608,-4.878,0.102,124.111,4
18,Missing Piece,Missing Piece,Vance Joy,2021-05-21,217408,69,0.633,0.0142,0.633,0.843,4.84e-06,0.113,-5.676,0.046,101.982,4
19,Lost,JORDI (Deluxe),Maroon 5,2021-06-11,172597,78,0.766,0.223,0.766,0.706,0.00028,0.064,-6.553,0.16,142.989,4
20,Someday,Human (Deluxe),OneRepublic,2021-08-27,187888,80,0.576,0.0311,0.576,0.679,0.0,0.323,-7.237,0.034,121.005,4
21,Cloudy Day,Cloudy Day,Tones And I,2021-06-10,185303,70,0.705,0.0643,0.705,0.776,2.81e-06,0.0246,-6.096,0.0445,116.011,4
22,Midnight (feat. Liam Payne),Midnight (feat. Liam Payne),Alesso,2020-04-08,220140,73,0.587,0.0561,0.587,0.648,0.0,0.115,-6.927,0.0439,144.028,4
23,You (with Marshmello & Vance Joy),You (with Marshmello & Vance Joy),benny blanco,2021-01-29,169632,71,0.668,0.0493,0.668,0.563,0.0,0.119,-6.433,0.0522,103.116,4
24,A-O-K,A-O-K,Tai Verdes,2021-05-06,173640,74,0.731,0.125,0.731,0.626,0.0,0.183,-6.919,0.0805,82.488,4
25,Put Your Records On,Put Your Records On,Ritt Momney,2020-04-24,210463,1,0.399,0.058,0.399,0.492,0.00101,0.11,-10.777,0.0538,91.066,4
26,Sunshine,Sunshine,OneRepublic,2021-11-10,163854,80,0.697,0.137,0.697,0.875,0.0,0.28,-4.621,0.034,140.069,4
27,Little Bit of Love,Little Bit of Love (Acoustic),Tom Grennan,2021-01-29,226268,72,0.689,0.0833,0.689,0.706,0.0,0.105,-4.48,0.0312,106.52,4
28,I Like That,I Like That,Bazzi,2021-07-22,158083,73,0.665,0.172,0.665,0.692,0.0,0.191,-5.431,0.112,74.474,4
30,Lose Somebody,Lose Somebody,Kygo,2020-05-15,199549,74,0.58,0.344,0.58,0.586,0.0,0.0755,-6.883,0.0357,147.988,4
31,Message In A Bottle (Taylor's Version) (From The Vault),Red (Taylor's Version),Taylor Swift,2021-11-12,225960,65,0.622,0.00188,0.622,0.791,3.72e-06,0.083,-6.106,0.0535,115.915,4
32,Overpass Graffiti,=,Ed Sheeran,2021-10-29,236906,90,0.52,0.00253,0.52,0.849,0.0,0.119,-3.794,0.186,175.908,4
33,OK Not To Be OK,OK Not To Be OK,Marshmello,2020-09-10,159862,76,0.743,0.0172,0.743,0.837,0.0,0.0743,-5.025,0.0649,103.072,4
35,Run,Run,OneRepublic,2021-05-05,169010,83,0.682,0.326,0.682,0.72,0.0,0.148,-8.173,0.0381,117.003,4
36,Lease On Life,Lease On Life,Andy Grammer,2021-06-28,168162,53,0.704,0.0593,0.704,0.701,0.0,0.126,-5.44,0.0596,88.016,4
37,Be Like That - feat. Swae Lee & Khalid,Be Like That (feat. Swae Lee & Khalid),Kane Brown,2020-07-10,191406,78,0.727,0.0469,0.727,0.626,2.58e-05,0.126,-8.415,0.0726,86.97,4
38,Sheesh!,Sheesh!,Surfaces,2021-08-20,148846,72,0.743,0.161,0.743,0.832,0.0,0.0925,-3.937,0.0611,149.951,4
39,Someone To You,Where The Shadow Ends,BANNERS,2019-10-04,219801,80,0.52,0.00517,0.52,0.903,0.0,0.254,-5.497,0.042,74.988,4
41,seaside_demo,seaside_demo,SEB,2021-05-17,132000,28,0.706,0.355,0.706,0.824,0.000133,0.111,-7.959,0.0694,94.98,4
42,Wild (feat. Gary Clark Jr.),Bigger Love,John Legend,2020-06-19,196906,75,0.557,0.036,0.557,0.585,0.0,0.176,-6.201,0.0431,63.392,4
43,Share That Love (feat. G-Eazy),Share That Love (feat. G-Eazy),Lukas Graham,2020-08-21,172398,69,0.715,0.162,0.715,0.658,0.0,0.0742,-4.304,0.106,158.024,4
44,The Bones - with Hozier,The Bones (with Hozier),Maren Morris,2019-10-04,197298,72,0.561,0.286,0.561,0.597,0.0,0.0979,-6.0,0.0405,76.826,4
45,Catching Feelings (feat. Six60),Catching Feelings (feat. Six60),Drax Project,2019-09-04,218854,57,0.397,0.607,0.397,0.524,0.0,0.157,-5.846,0.103,175.562,4
47,Better Days (NEIKED x Mae Muller x Polo G),Better Days (NEIKED x Mae Muller x Polo G),NEIKED,2021-09-24,160656,91,0.717,0.0018,0.717,0.671,2.54e-06,0.0921,-5.077,0.0337,110.054,4
48,Love Again,Future Nostalgia,Dua Lipa,2020-03-27,258004,75,0.659,0.00173,0.659,0.667,2.85e-05,0.1,-4.668,0.0339,115.982,4
49,Way Less Sad,Way Less Sad,AJR,2021-02-17,206108,67,0.701,0.00843,0.701,0.547,0.0,0.0987,-8.238,0.0483,140.015,4
50,One Right Now (with The Weeknd),One Right Now,Post Malone,2021-11-05,193506,92,0.687,0.0361,0.687,0.781,0.0,0.0755,-4.806,0.053,97.014,4
51,For Tonight,For Tonight,Giveon,2021-09-24,193821,82,0.442,0.0699,0.442,0.517,0.0,0.114,-7.807,0.0548,79.867,4
52,Conversations in the Dark - John Legend vs. David Guetta,Conversations in the Dark,John Legend,2020-02-14,210236,68,0.572,0.245,0.572,0.742,0.0,0.108,-4.589,0.0347,127.19,4
53,Blueberry Eyes (feat. SUGA of BTS),Blueberry Eyes (feat. SUGA of BTS),MAX,2020-09-15,172244,71,0.746,0.454,0.746,0.611,0.000922,0.133,-7.034,0.101,149.967,4
54,SUPERBLOOM,SUPERBLOOM,MisterWives,2020-07-24,213546,71,0.558,0.191,0.558,0.889,0.000387,0.328,-3.945,0.102,170.102,4
55,Take My Breath,Take My Breath,The Weeknd,2021-08-06,220196,87,0.748,0.0107,0.748,0.74,2.18e-05,0.101,-6.01,0.0484,121.004,4
56,survivin',survivin',Bastille,2020-09-22,173206,69,0.787,0.25,0.787,0.78,0.0,0.0908,-5.023,0.129,95.035,4
57,Let's go to Hell,Let's go to Hell,Tai Verdes,2021-11-03,152181,73,0.782,0.141,0.782,0.798,0.0,0.685,-5.07,0.0337,127.89,4
58,Know Your Worth,Know Your Worth,Khalid,2020-02-04,181436,75,0.79,0.145,0.79,0.694,0.00252,0.281,-7.726,0.0708,103.007,4
59,Mariposa,Mariposa,Peach Tree Rascals,2019-08-28,210000,77,0.676,0.617,0.676,0.525,0.0,0.356,-5.88,0.028,112.011,4
60,All I Know So Far,All I Know So Far,P!nk,2021-05-07,277413,75,0.578,0.0586,0.578,0.639,0.0,0.0944,-5.749,0.0374,108.045,4
61,Acapulco,Acapulco,Jason Derulo,2021-09-03,139672,87,0.774,0.051,0.774,0.792,0.0,0.155,-4.021,0.0523,122.062,4
62,Tell It To My Heart,Tell It To My Heart,MEDUZA,2021-10-29,165524,83,0.539,0.0265,0.539,0.715,0.0,0.609,-6.639,0.0595,123.854,4
63,Cherry (feat. Hayley Kiyoko),Cherry (feat. Hayley Kiyoko),FLETCHER,2021-11-17,152511,70,0.812,0.202,0.812,0.585,0.00216,0.245,-4.644,0.0615,118.037,4
64,Electric Love,Dopamine,BØRNS,2015-10-16,218106,84,0.611,0.00543,0.611,0.797,0.00137,0.26,-7.627,0.0533,120.041,4
66,Freedom,Freedom,Kygo,2020-04-17,198635,72,0.715,0.127,0.715,0.635,0.0,0.0862,-6.591,0.0791,112.887,4
67,Lil Bit,Lil Bit,Nelly,2020-10-23,195962,75,0.707,0.0255,0.707,0.689,0.0,0.383,-7.097,0.0387,119.987,4
68,Fancy Like,Country Stuff,Walker Hayes,2021-06-04,161853,83,0.649,0.114,0.649,0.76,0.0,0.317,-6.487,0.0574,80.018,4
69,Circles,Circles,Post Malone,2019-08-30,214906,1,0.704,0.233,0.704,0.758,0.00144,0.0924,-3.537,0.0402,120.003,4
70,Head & Heart (feat. MNEK),Head & Heart (feat. MNEK),Joel Corry,2020-07-03,166028,85,0.734,0.168,0.734,0.874,1.14e-05,0.0489,-3.158,0.0662,122.953,4
71,Can I Get It,30,Adele,2021-11-19,210384,89,0.703,0.0171,0.703,0.68,0.0,0.178,-6.118,0.0431,97.985,4
72,Let's Fall in Love for the Night,Let’s Fall In Love For The Night,FINNEAS,2018-10-19,190348,75,0.737,0.802,0.737,0.408,0.0,0.171,-7.941,0.104,127.921,4
73,Make You Mine,Make You Mine,PUBLIC,2019-08-09,232906,78,0.606,0.0128,0.606,0.799,0.0,0.15,-4.452,0.0261,103.014,4
75,3 Nights,"Don't Forget About Me, Demos",Dominic Fike,2018-10-16,177666,77,0.815,0.223,0.815,0.518,0.0,0.104,-6.594,0.0897,151.891,4
0,Shadows,Shadows,Bonobo,2021-12-01,285093,0,0.658,0.0913,0.658,0.576,0.393,0.107,-10.976,0.036,114.029,4
1,Otomo,Otomo,Bonobo,2021-11-10,371520,62,0.667,0.00409,0.667,0.841,0.856,0.114,-8.93,0.0423,125.994,4
2,What You Like,What You Like,Logic1000,2021-09-09,193893,56,0.794,0.0398,0.794,0.543,0.783,0.0858,-9.63,0.0519,124.009,4
3,Breathe In 191012,Saint Albans,Pleasure,2021-07-21,266381,18,0.298,0.0436,0.298,0.511,0.827,0.363,-18.663,0.359,116.861,4
4,In My Sleep,In My Sleep,Margee,2021-07-30,501988,19,0.623,0.0291,0.623,0.72,0.614,0.271,-10.649,0.0363,109.008,4
5,"Planet Ses, Pt. 1",Beats from the Vaults (2008 – 2021),Grup Ses,2021-09-24,144221,18,0.328,0.304,0.328,0.387,0.685,0.643,-14.651,0.0507,81.702,4
6,From The Seams,From The Seams,Tristan Arp,2021-09-08,257862,25,0.651,0.584,0.651,0.726,0.844,0.11,-10.596,0.0597,120.013,4
7,Into The Light,The Distance,Totally Enormous Extinct Dinosaurs,2021-10-27,301061,42,0.69,0.000531,0.69,0.866,0.854,0.483,-7.317,0.0699,126.011,4
8,The Battle Against Giants,Enchanted Meditation,El Payo,2021-10-15,292979,26,0.819,0.0145,0.819,0.637,0.842,0.061,-9.542,0.0365,120.036,4
9,Spirit,Spirit,Tottie,2021-10-20,235376,22,0.65,0.00473,0.65,0.819,0.775,0.137,-8.657,0.0586,120.015,4
10,L'Amour,She 2.0,Dark Sky,2021-10-15,368394,31,0.69,0.183,0.69,0.742,0.899,0.0865,-12.55,0.0893,119.984,4
11,Sweat Sonic,Sweat Sonic,Closet Yi,2021-10-06,382487,31,0.715,0.0137,0.715,0.871,0.84,0.0863,-8.591,0.0572,132.008,4
12,Lens - O'Flynn Remix,Lens (O'Flynn Remix),Tor,2021-10-15,335794,36,0.64,0.0325,0.64,0.766,0.919,0.135,-9.972,0.0388,131.023,4
13,MDS (with Theophilus London),MDS (with Theophilus London),Seb Wildblood,2021-10-01,176657,40,0.83,0.00717,0.83,0.671,0.000779,0.118,-7.177,0.144,131.986,4
14,Rosewood,Rosewood,Bonobo,2021-10-06,242773,65,0.757,0.0668,0.757,0.637,0.485,0.191,-9.451,0.0432,121.009,4
15,Ultraviolet,Ultraviolet,George FitzGerald,2021-09-29,284128,35,0.529,0.00497,0.529,0.812,0.837,0.102,-7.826,0.0369,147.967,4
16,The Distance,The Distance,Totally Enormous Extinct Dinosaurs,2021-09-29,291840,46,0.709,0.185,0.709,0.8,0.865,0.111,-6.141,0.0477,124.977,4
17,Dreizehnspecht - Nathan Fake Remix,Mannigfaltig Remixes (Pt. 1),Dominik Eulberg,2020-05-29,493823,18,0.55,0.0581,0.55,0.574,0.897,0.11,-9.551,0.201,129.976,4
18,Partner - Edit,Partner,Tom VR,2021-07-09,274015,39,0.7,0.0416,0.7,0.743,0.829,0.131,-11.148,0.0398,127.003,4
19,Sit Around The Fire,Sit Around The Fire,Jon Hopkins,2021-09-02,502705,53,0.219,0.92,0.219,0.231,0.793,0.114,-24.187,0.0672,62.744,3
20,Naked - Totally Enormous Extinct Dinosaurs Remix,Naked (Totally Enormous Extinct Dinosaurs Remix),TOKiMONSTA,2021-09-10,289586,36,0.757,0.00491,0.757,0.981,0.81,0.0868,-5.027,0.0564,129.993,4
21,Stairzzzzzz,Psyconia,Machinedrum,2021-09-10,319488,31,0.505,0.197,0.505,0.837,0.798,0.101,-7.743,0.046,180.062,4
22,Breaking My Mind - Jacques Greene Remix,Breaking My Mind (Jacques Greene Remix),Kiimi,2021-09-03,280470,17,0.772,0.0295,0.772,0.807,0.887,0.0772,-5.583,0.0571,132.003,4
23,The Daisy,The Daisy,Ross from Friends,2021-08-25,338181,50,0.704,0.313,0.704,0.613,0.16,0.0952,-12.355,0.0713,132.036,4
24,La Nota,Psssh 002,Dauwd,2021-08-13,291846,42,0.804,0.225,0.804,0.617,0.834,0.134,-10.138,0.0634,124.001,4
25,layer 6,still slipping vol. 1,Joy Orbison,2021-08-13,249013,37,0.8,0.167,0.8,0.794,0.681,0.115,-10.199,0.146,169.987,4
26,Silk,Silk,moktar,2021-08-04,302794,35,0.74,0.000912,0.74,0.749,0.903,0.0918,-7.885,0.0641,127.969,4
27,Naked,Naked,TOKiMONSTA,2021-07-30,218973,56,0.868,0.0028,0.868,0.811,0.000232,0.114,-5.037,0.0358,120.05,4
28,Capo,When Smoke Rises,Mustafa,2021-05-28,175873,42,0.597,0.988,0.597,0.17,8.91e-05,0.109,-13.762,0.0351,127.306,4
29,The Snoofer,The Snoofer,Moomin,2021-06-04,347045,25,0.86,0.197,0.86,0.624,0.736,0.0425,-12.787,0.0579,129.989,4
30,Dry Bridge,Invisible Path,Clarinets,2021-05-17,330568,13,0.544,0.823,0.544,0.815,0.923,0.111,-13.041,0.0378,121.021,4
31,uMsholozi,Ace Of Spades,De Mthuda,2020-11-20,401454,46,0.825,0.0113,0.825,0.53,8.83e-06,0.0794,-12.823,0.0506,112.996,4
32,Nan & Pop,Anzac Bridge Filter,Morgan Huggins,2021-02-26,539000,15,0.687,0.105,0.687,0.817,0.818,0.837,-7.978,0.0391,133.008,4
33,Quiet,Fantasia,Nuel,2020-07-17,306295,36,0.574,0.104,0.574,0.737,0.837,0.0847,-10.845,0.0324,108.006,4
